LG5	1012417	1012983	NW_009258121.1	1389349	1389945
LG5	1196603	1203080	NW_009258121.1	1349080	1350799
LG5	1202994	1205274	NW_009258121.1	1352934	1355192
LG5	1205408	1206711	NW_009258121.1	1360918	1362037
LG5	1206852	1208208	NW_009258121.1	1293645	1295390
LG5	1289672	1290943	NW_009258120.1	1492780	1494036
LG5	1290995	1292295	NW_009258120.1	1491181	1492649
LG5	1293752	1295093	NW_009258120.1	1486990	1487886
LG5	1293759	1294001	NW_009258120.1	1488014	1488477
LG5	1295156	1295781	NW_009258120.1	1486033	1486869
LG5	1296031	1296366	NW_009258120.1	1485372	1485988
LG5	1319009	1321287	NW_009258121.1	1411058	1411678
LG5	1323677	1324114	NW_009258121.1	1403584	1404042
LG5	1326859	1329967	NW_009258121.1	1393938	1403300
LG5	1347240	1350620	NW_009258121.1	1412992	1416459
LG5	1390806	1391435	NW_009258121.1	1435416	1435883
LG5	1391641	1391859	NW_009258121.1	1436675	1439670
LG5	1413205	1417186	NW_009258121.1	1447816	1450313
LG5	1413225	1414703	NW_009258121.1	1446049	1447527
LG5	1415157	1421300	NW_009258121.1	1452245	1455069
LG5	1424422	1426887	NW_009258121.1	1457405	1459945
LG5	1426986	1427754	NW_009258121.1	1460144	1460973
LG5	1428138	1430751	NW_009258121.1	1462231	1463497
LG5	1429300	1430696	NW_009258121.1	1463535	1465108
LG5	1510783	1515420	NW_009258121.1	1489134	1489539
LG5	1512562	1515444	NW_009258121.1	1491006	1493873
LG5	1521323	1522324	NW_009258121.1	1473374	1474620
LG5	1522785	1524465	NW_009258121.1	1471244	1472859
LG5	1524610	1526313	NW_009258121.1	1469247	1471126
LG5	1528343	1529469	NW_009258121.1	1466916	1467801
LG5	1573551	1576067	NW_009258121.1	1757001	1759877
LG5	1575316	1579709	NW_009258121.1	1711559	1713902
LG5	1576214	1577513	NW_009258121.1	1714618	1715235
LG5	1597158	1598421	NW_009258121.1	1683221	1684046
LG5	1598168	1598431	NW_009258121.1	1684197	1684662
LG5	1613109	1613948	NW_009258121.1	1614386	1615237
LG5	1614058	1616219	NW_009258121.1	1612043	1614216
LG5	1616365	1617828	NW_009258121.1	1697997	1699535
LG5	1621804	1623345	NW_009258121.1	1690596	1692399
LG5	1623428	1625666	NW_009258121.1	1688539	1689944
LG5	1627009	1628349	NW_009258121.1	1684864	1686252
LG5	1628688	1630757	NW_009258121.1	1832243	1834415
LG5	1646586	1648230	NW_009258121.1	1793138	1794806
LG5	1648583	1649370	NW_009258121.1	1799805	1800544
LG5	1665552	1667856	NW_009258121.1	1839167	1841322
LG5	1888340	1889719	NW_009258121.1	1927021	1928595
LG5	1889895	1890296	NW_009258121.1	1925781	1926489
LG5	1890453	1892687	NW_009258121.1	1938459	1940708
LG5	1970492	1971226	NW_009258121.1	2019220	2019972
LG5	1987897	1993314	NW_009258121.1	2012946	2015689
LG5	1992250	1993331	NW_009258121.1	2009232	2010408
LG5	1993485	1995030	NW_009258121.1	2005935	2006984
LG5	1997075	1998061	NW_009258121.1	2002694	2004116
LG5	2001279	2003243	NW_009258121.1	1994387	1995478
LG5	2003584	2004701	NW_009258121.1	1989544	1990393
LG5	2021826	2026225	NW_009258121.1	2058776	2062966
LG5	2026591	2027529	NW_009258121.1	2056824	2057298
LG5	2037281	2039171	NW_009258121.1	2027954	2029310
LG5	2039317	2041876	NW_009258121.1	2033422	2034298
LG5	2040166	2041925	NW_009258121.1	2034363	2036131
LG5	2106168	2107763	NW_009258121.1	2267270	2268820
LG5	2147510	2149417	NW_009258121.1	2321134	2322586
LG5	2149547	2151159	NW_009258121.1	2341640	2342500
LG5	227620	228491	NW_009258121.1	698442	699077
LG5	2382217	2385609	NW_009258121.1	2409412	2412748
LG5	2479403	2482086	NW_009258121.1	2427021	2429985
LG5	2503880	2505976	NW_009258121.1	2434252	2436433
LG5	2508915	2511737	NW_009258121.1	1919556	1920440
LG5	2511778	2512839	NW_009258121.1	1835154	1836203
LG5	2528927	2531308	NW_009258121.1	2438759	2441149
LG5	2534875	2535831	NW_009258121.1	2467896	2469051
LG5	261748	264022	NW_009258121.1	710502	711775
LG5	264397	265677	NW_009258121.1	707614	709007
LG5	2725064	2726230	NW_009258121.1	2679363	2680611
LG5	2726315	2727890	NW_009258115.1	12262955	12264259
LG5	2728608	2730740	NW_009258121.1	2639891	2642514
LG5	2730861	2731835	NW_009258121.1	2638802	2639786
LG5	2743953	2745797	NW_009258121.1	2597640	2599211
LG5	2752892	2754529	NW_009258121.1	2603407	2605038
LG5	2754638	2755735	NW_009258121.1	2602114	2603223
LG5	2806940	2807879	NW_009258121.1	2605348	2606024
LG5	2854078	2857910	NW_009258121.1	2469425	2471003
LG5	3023740	3024486	NW_009258121.1	2633099	2634058
LG5	3063345	3063726	NW_009258115.1	204645	205298
LG5	3066400	3068055	NW_009258121.1	2800985	2802700
LG5	3068108	3070967	NW_009258121.1	2797612	2800868
LG5	3102529	3103948	NW_009258121.1	2774678	2775817
LG5	3103999	3108220	NW_009258121.1	2770227	2774499
LG5	3110357	3111417	NW_009258121.1	2764667	2765730
LG5	3191528	3194293	NW_009258121.1	2750039	2752804
LG5	319661	323059	NW_009258121.1	720159	723491
LG5	3225658	3226218	NW_009258121.1	2954240	2954983
LG5	323918	325675	NW_009258121.1	723639	726526
LG5	3286820	3289512	NW_009258117.1	5688581	5691465
LG5	3322291	3324974	NW_009258121.1	2839903	2841276
LG5	341675	343039	NW_009258121.1	802288	803369
LG5	343410	345955	NW_009258121.1	713091	714543
LG5	3445164	3445715	NW_009258121.1	2862042	2864541
LG5	3445845	3446924	NW_009258121.1	2861244	2861877
LG5	344886	345614	NW_009258121.1	711982	712653
LG5	346249	347673	NW_009258121.1	730846	731834
LG5	347857	348987	NW_009258121.1	732180	733304
LG5	349141	353585	NW_009258121.1	733760	738072
LG5	3510564	3512322	NW_009258121.1	2981161	2982975
LG5	3512429	3512938	NW_009258121.1	2983070	2983450
LG5	3514602	3516450	NW_009258121.1	2978877	2979795
LG5	3515617	3516417	NW_009258121.1	2978107	2978868
LG5	3516579	3518383	NW_009258121.1	2969597	2971478
LG5	3518758	3520041	NW_009258123.1	199412	200763
LG5	3520166	3521182	NW_009258121.1	3025573	3026686
LG5	353621	354725	NW_009258121.1	738255	739310
LG5	3587203	3588400	NW_009258121.1	3035311	3036212
LG5	3588357	3590606	NW_009258121.1	3032770	3035088
LG5	3590909	3591769	NW_009258121.1	3030854	3031785
LG5	3631926	3633034	NW_009258121.1	3038399	3039242
LG5	3634972	3636527	NW_009258121.1	3042122	3043732
LG5	3638030	3638848	NW_009258121.1	3237317	3238129
