LG18	1070291	1071166	NW_009258120.1	3245246	3246124
LG18	1071572	1074208	NW_009258120.1	3246988	3248737
LG18	107208	109886	NW_009258120.1	4094548	4095040
LG18	1074583	1074831	NW_009258120.1	3249792	3250431
LG18	1075383	1076540	NW_009258120.1	3250713	3252055
LG18	107860	110523	NW_009258120.1	4089094	4089834
LG18	1099167	1103387	NW_009258120.1	3179232	3184084
LG18	1105944	1107068	NW_009258120.1	3176707	3177969
LG18	1109139	1109768	NW_009258120.1	3103623	3104270
LG18	1109968	1111755	NW_009258120.1	3135220	3137007
LG18	1111831	1113639	NW_009258120.1	3137106	3138851
LG18	1143601	1144209	NW_009258120.1	3101001	3101847
LG18	1168936	1170036	NW_009258120.1	3255032	3259096
LG18	1170104	1170565	NW_009258120.1	3254393	3254884
LG18	1177167	1177991	NW_009258120.1	3357378	3357644
LG18	1179143	1180852	NW_009258120.1	3348971	3350781
LG18	1181065	1182267	NW_009258120.1	3347269	3348510
LG18	1228900	1231790	NW_009258120.1	3454157	3455290
LG18	1229146	1229688	NW_009258120.1	3455465	3456010
LG18	1257821	1258927	NW_009258120.1	3094406	3095577
LG18	1271787	1272455	NW_009258120.1	3013618	3014262
LG18	1272656	1274120	NW_009258120.1	3057467	3059134
LG18	1274249	1274734	NW_009258120.1	3059134	3059890
LG18	1274854	1278935	NW_009258120.1	3062688	3063992
LG18	1275014	1276138	NW_009258120.1	3060437	3061567
LG18	1276394	1276867	NW_009258120.1	3061881	3062336
LG18	1279031	1282282	NW_009258120.1	3064774	3068007
LG18	1282516	1285020	NW_009258120.1	3069385	3070421
LG18	1282543	1283025	NW_009258120.1	3068838	3069320
LG18	1284159	1284641	NW_009258120.1	3070648	3071130
LG18	1285253	1285593	NW_009258120.1	3074907	3075248
LG18	1285785	1286364	NW_009258120.1	3075433	3076232
LG18	1286529	1287374	NW_009258120.1	3076503	3077243
LG18	1287479	1288449	NW_009258120.1	3077595	3078472
LG18	1297880	1299291	NW_009258120.1	3025656	3026733
LG18	1300392	1300909	NW_009258120.1	3016666	3017209
LG18	1300932	1301726	NW_009258120.1	3015559	3016451
LG18	13115	15217	NW_009258120.1	3994584	4000442
LG18	1318430	1319074	NW_009258120.1	2931796	2932453
LG18	1318460	1320275	NW_009258120.1	2932786	2933860
LG18	1320349	1321498	NW_009258120.1	2934339	2935137
LG18	1321672	1322127	NW_009258120.1	2935451	2936153
LG18	1322863	1324031	NW_009258120.1	2936429	2937833
LG18	1326625	1327215	NW_009258117.1	700078	700614
LG18	1367993	1368768	NW_009258117.1	5271683	5272198
LG18	1410286	1410789	NW_009258116.1	4974634	4975191
LG18	1411022	1413439	NW_009258116.1	4975688	4978617
LG18	1462990	1463491	NW_009258120.1	2884811	2885601
LG18	1478615	1480171	NW_009258120.1	2874385	2875939
LG18	1478669	1479203	NW_009258120.1	2876057	2876832
LG18	1480480	1480794	NW_009258120.1	2873637	2874282
LG18	1481765	1483456	NW_009258120.1	2870946	2873557
LG18	1512139	1514886	NW_009258120.1	2850376	2852887
LG18	1550885	1552218	NW_009258120.1	2847453	2848419
LG18	1551947	1552830	NW_009258120.1	2846424	2847437
LG18	1639510	1640442	NW_009258120.1	2779048	2781462
LG18	1642534	1643777	NW_009258120.1	2788146	2789045
LG18	1643820	1646394	NW_009258120.1	2802398	2802829
LG18	1643933	1644444	NW_009258120.1	2801282	2801826
LG18	1795567	1795978	NW_009258118.1	787357	788256
LG18	1815419	1817454	NW_009258120.1	2718085	2719458
LG18	1817809	1818297	NW_009258120.1	2719728	2720773
LG18	1818598	1819212	NW_009258120.1	2720766	2721448
LG18	1819173	1820264	NW_009258120.1	2721630	2722768
LG18	1820359	1821384	NW_009258120.1	2723006	2723689
LG18	1852419	1854038	NW_009258120.1	2746147	2747815
LG18	1854181	1854645	NW_009258116.1	5695318	5695782
LG18	1854753	1856773	NW_009258116.1	5693015	5695128
LG18	1870175	1873302	NW_009258120.1	2549971	2550341
LG18	1874245	1875123	NW_009258120.1	2681990	2682895
LG18	1876237	1877265	NW_009258120.1	2651914	2652942
LG18	1885996	1886568	NW_009258120.1	2650767	2651439
LG18	1887338	1889344	NW_009258120.1	2647855	2649366
LG18	1888686	1889255	NW_009258120.1	2647124	2647880
LG18	1889324	1890203	NW_009258120.1	2653275	2654060
LG18	1900355	1901611	NW_009258120.1	2545648	2547018
LG18	1936737	1937909	NW_009258120.1	2514257	2515957
LG18	1938424	1939050	NW_009258120.1	2513115	2514009
LG18	1939259	1942205	NW_009258120.1	2510683	2513024
LG18	1943955	1944908	NW_009258120.1	2477738	2478828
LG18	1945171	1945991	NW_009258120.1	2455418	2456125
LG18	1988001	1988579	NW_009258120.1	2433944	2434748
LG18	199756	200682	NW_009258120.1	4287834	4288947
LG18	200753	202966	NW_009258120.1	4285267	4287629
LG18	204369	206295	NW_009258120.1	4280937	4282877
LG18	2055245	2056505	NW_009258120.1	2432403	2433692
LG18	2056571	2057260	NW_009258120.1	2431033	2432173
LG18	206528	208444	NW_009258120.1	4294910	4295633
LG18	206815	207597	NW_009258120.1	4292865	4294607
LG18	208450	209512	NW_009258120.1	4295879	4297002
LG18	209557	210588	NW_009258120.1	4297171	4298402
LG18	257569	259194	NW_009258120.1	4121924	4123594
LG18	259291	262422	NW_009258120.1	4118594	4121773
LG18	48249	52565	NW_009258120.1	4057140	4058585
LG18	482697	484073	NW_009258120.1	4246087	4247478
LG18	484141	484737	NW_009258120.1	4245317	4245983
LG18	48791	50818	NW_009258120.1	4059899	4062347
LG18	499112	500808	NW_009258120.1	3926471	3927151
LG18	529402	531258	NW_009258120.1	3900721	3902856
LG18	531353	531769	NW_009258120.1	3919572	3919991
LG18	539637	540737	NW_009258120.1	3920123	3921226
LG18	542245	544155	NW_009258120.1	3921727	3925992
LG18	544701	547375	NW_009258120.1	3902992	3903824
LG18	545662	546792	NW_009258120.1	3903970	3905152
LG18	547317	548285	NW_009258120.1	3905839	3906709
LG18	594101	595427	NW_009258120.1	3876339	3877277
LG18	614087	615631	NW_009258116.1	10812472	10814018
LG18	615681	616933	NW_009258120.1	3827879	3828385
LG18	616503	617483	NW_009258120.1	3826753	3827616
LG18	617498	625678	NW_009258120.1	3818333	3826603
LG18	622425	626451	NW_009258120.1	3817530	3818307
LG18	626541	628209	NW_009258120.1	3815792	3817246
LG18	628439	629368	NW_009258120.1	3731391	3732449
LG18	629679	630949	NW_009258120.1	3758134	3759420
LG18	633009	633551	NW_009258120.1	3755061	3755709
LG18	633040	634684	NW_009258120.1	3753931	3754967
LG18	634780	637556	NW_009258120.1	3751158	3753730
LG18	653521	656874	NW_009258120.1	3789007	3790232
LG18	712208	713420	NW_009258120.1	3794768	3796016
LG18	713589	714149	NW_009258120.1	3793960	3794667
LG18	715026	717972	NW_009258120.1	3705659	3706522
LG18	744654	747005	NW_009258120.1	3607053	3608489
LG18	747661	749241	NW_009258120.1	3650936	3652523
LG18	749343	750790	NW_009258120.1	3670886	3672177
LG18	779059	779959	NW_009258120.1	3672988	3673668
LG18	780143	785531	NW_009258120.1	3681409	3683186
LG18	784734	785573	NW_009258120.1	3677521	3678363
LG18	785907	786548	NW_009258116.1	10799503	10800434
LG18	786775	789126	NW_009258120.1	3565292	3567680
LG18	807562	808334	NW_009258120.1	3425367	3425789
LG18	808592	809482	NW_009258120.1	3427352	3428221
LG18	809512	810610	NW_009258120.1	3428869	3429603
LG18	810822	811874	NW_009258120.1	3429870	3430871
LG18	880589	881059	NW_009258120.1	3466705	3467977
LG18	88135	88683	NW_009258120.1	4086595	4087161
LG18	881382	882467	NW_009258120.1	3463805	3464893
LG18	883171	884616	NW_009258120.1	3423636	3425095
LG18	884826	886306	NW_009258120.1	3422260	3423222
LG18	886407	888266	NW_009258120.1	3470237	3472471
LG18	936557	938564	NW_009258120.1	3512715	3513653
LG18	938714	942155	NW_009258120.1	3516479	3518880
LG18	941081	941797	NW_009258120.1	3520406	3521122
LG18	943955	946053	NW_009258120.1	3525641	3527541
LG18	945184	946582	NW_009258120.1	3527652	3527974
LG18	947202	947648	NW_009258120.1	3529617	3530859
LG18	991263	993773	NW_009258120.1	3361625	3364948
LG18	993928	994304	NW_009258120.1	3365244	3365572
LG18	994413	995498	NW_009258120.1	3365760	3366539
LG18	995633	997117	NW_009258120.1	3367239	3368744
LG18	997242	999293	NW_009258121.1	2063722	2065773
